_id,ind_id,ind_definition,reportyear,race_eth_code,race_eth_name,geotype,geotypevalue,geoname,county_name,county_fips,region_name,region_code,numerator,Households,Gini_index,LL_95CI,UL_95CI,se,rse,CA_decile,CA_RR,Median_HH_income,Median_HH_decile,version
13,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,,289391,0.453,0.444659574468085,0.461340425531915,0.00425531914893617,0.939364050537786,,0.967948717948718,44979,7,2014-03-26 09:50:34
14,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,,9800,0.437,0.389340425531915,0.484659574468085,0.0243161094224924,5.56432709896851,,0.933760683760684,39834,9,2014-03-26 09:50:34
15,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06023,Humboldt,Humboldt,06023,North Coast,05,,56031,0.465,0.439978723404255,0.490021276595745,0.0127659574468085,2.74536719286205,,0.993589743589744,38987,10,2014-03-26 09:50:34
16,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06025,Imperial,Imperial,06025,Southern California,14,,49126,0.456,0.434553191489362,0.477446808510638,0.0109422492401216,2.39961606143017,,0.974358974358974,35933,10,2014-03-26 09:50:34
17,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06027,Inyo,Inyo,06027,Central/Southeast Sierra,03,,8049,,,,,,,,,,2014-03-26 09:50:34
18,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06029,Kern,Kern,06029,San Joaquin Valley,10,,254610,0.452,0.444851063829787,0.459148936170213,0.00364741641337386,0.80695053393227,,0.965811965811966,44620,7,2014-03-26 09:50:34
19,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06031,Kings,Kings,06031,San Joaquin Valley,10,,41233,0.408,0.392510638297872,0.423489361702128,0.00790273556231003,1.93694499076226,,0.871794871794872,45796,7,2014-03-26 09:50:34
20,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06033,Lake,Lake,06033,North Coast,05,,26548,0.408,0.38536170212766,0.43063829787234,0.0115501519756839,2.83091960188331,,0.871794871794872,40710,9,2014-03-26 09:50:34
21,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06035,Lassen,Lassen,06035,Northeast Sierra,06,,10058,0.393,0.363212765957447,0.422787234042553,0.0151975683890578,3.86706574785185,,0.83974358974359,46581,6,2014-03-26 09:50:34
22,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06037,Los Angeles,Los Angeles,06037,Southern California,14,,3241204,0.491,0.487425531914894,0.494574468085106,0.00182370820668693,0.37142733333746,,1.0491452991453,52628,6,2014-03-26 09:50:34
23,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06039,Madera,Madera,06039,San Joaquin Valley,10,,43317,0.45,0.429744680851064,0.470255319148936,0.0103343465045593,2.29652144545762,,0.961538461538461,44534,7,2014-03-26 09:50:34
24,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06041,Marin,Marin,06041,Bay Area,01,,103210,0.503,0.488702127659574,0.517297872340426,0.00729483282674772,1.45026497549656,,1.07478632478632,83732,1,2014-03-26 09:50:34
25,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06043,Mariposa,Mariposa,06043,Central/Southeast Sierra,03,,7693,,,,,,,,,,2014-03-26 09:50:34
26,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06045,Mendocino,Mendocino,06045,North Coast,05,,34945,0.45,0.428553191489362,0.471446808510638,0.0109422492401216,2.43161094224924,,0.961538461538461,42663,8,2014-03-26 09:50:34
27,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06047,Merced,Merced,06047,San Joaquin Valley,10,,75642,0.45,0.435702127659575,0.464297872340426,0.00729483282674772,1.62107396149949,,0.961538461538461,44141,8,2014-03-26 09:50:34
28,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06049,Modoc,Modoc,06049,Northeast Sierra,06,,4064,,,,,,,,,,2014-03-26 09:50:34
29,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06051,Mono,Mono,06051,Central/Southeast Sierra,03,,5768,,,,,,,,,,2014-03-26 09:50:34
30,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06053,Monterey,Monterey,06053,Monterey Bay,04,,125946,0.443,0.428702127659574,0.457297872340426,0.00729483282674772,1.64668912567669,,0.946581196581197,58197,4,2014-03-26 09:50:34
31,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06055,Napa,Napa,06055,Bay Area,01,,48876,0.458,0.431787234042553,0.484212765957447,0.0133738601823708,2.92005680837791,,0.978632478632479,66663,2,2014-03-26 09:50:34
32,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06057,Nevada,Nevada,06057,Northeast Sierra,06,,41527,0.418,0.398936170212766,0.437063829787234,0.00972644376899696,2.32690042320501,,0.893162393162393,56344,4,2014-03-26 09:50:34
33,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06059,Orange,Orange,06059,Southern California,14,,992781,0.456,0.451234042553191,0.460765957446809,0.00243161094224924,0.533248013651149,,0.974358974358974,71601,2,2014-03-26 09:50:34
34,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06061,Placer,Placer,06061,Sacramento Area,08,,132627,0.421,0.409085106382979,0.432914893617021,0.0060790273556231,1.44394949064682,,0.899572649572649,68463,2,2014-03-26 09:50:34
35,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06063,Plumas,Plumas,06063,Northeast Sierra,06,,8977,0.417,0.374106382978723,0.459893617021277,0.0218844984802432,5.2480811703221,,0.891025641025641,44281,7,2014-03-26 09:50:34
36,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06065,Riverside,Riverside,06065,Southern California,14,,686260,0.439,0.433042553191489,0.444957446808511,0.00303951367781155,0.692372136175752,,0.938034188034188,55881,5,2014-03-26 09:50:34
37,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06067,Sacramento,Sacramento,06067,Sacramento Area,08,,513945,0.424,0.418042553191489,0.429957446808511,0.00303951367781155,0.71686643344612,,0.905982905982906,55822,5,2014-03-26 09:50:34
38,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06069,San Benito,San Benito,06069,Monterey Bay,04,,16805,0.402,0.369829787234043,0.434170212765957,0.0164133738601824,4.08292882094089,,0.858974358974359,69740,2,2014-03-26 09:50:34
39,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06071,San Bernardino,San Bernardino,06071,Southern California,14,,611618,0.416,0.411234042553191,0.420765957446809,0.00243161094224924,0.584521861117606,,0.888888888888889,54093,5,2014-03-26 09:50:34
40,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06073,San Diego,San Diego,06073,San Diego,09,,1086865,0.45,0.445234042553191,0.454765957446809,0.00243161094224924,0.540357987166498,,0.961538461538461,60970,4,2014-03-26 09:50:34
41,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06075,San Francisco,San Francisco,06075,Bay Area,01,,345811,0.508,0.500851063829787,0.515148936170213,0.00364741641337386,0.717995356963358,,1.08547008547009,65519,3,2014-03-26 09:50:34
42,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06077,San Joaquin,San Joaquin,06077,San Joaquin Valley,10,,215007,0.435,0.424276595744681,0.445723404255319,0.00547112462006079,1.25772979771512,,0.929487179487179,52872,6,2014-03-26 09:50:34
43,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06079,San Luis Obispo,San Luis Obispo,06079,San Luis Obispo,11,,102016,0.459,0.447085106382979,0.470914893617021,0.0060790273556231,1.32440683129044,,0.980769230769231,53589,6,2014-03-26 09:50:34
44,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06081,San Mateo,San Mateo,06081,Bay Area,01,,257837,0.464,0.455659574468085,0.472340425531915,0.00425531914893617,0.917094644167278,,0.991452991452991,81573,1,2014-03-26 09:50:34
45,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06083,Santa Barbara,Santa Barbara,06083,Santa Barbara,12,,142104,0.478,0.466085106382979,0.489914893617021,0.0060790273556231,1.27176304510944,,1.02136752136752,57059,4,2014-03-26 09:50:34
46,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06085,Santa Clara,Santa Clara,06085,Bay Area,01,,604204,0.452,0.446042553191489,0.457957446808511,0.00303951367781155,0.672458778276892,,0.965811965811966,83074,1,2014-03-26 09:50:34
47,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06087,Santa Cruz,Santa Cruz,06087,Monterey Bay,04,,94355,0.464,0.448510638297872,0.479489361702128,0.00790273556231003,1.70317576773923,,0.991452991452991,63333,3,2014-03-26 09:50:34
48,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06089,Shasta,Shasta,06089,Shasta,13,,70346,0.451,0.436702127659575,0.465297872340426,0.00729483282674772,1.61747956247178,,0.963675213675214,43988,8,2014-03-26 09:50:34
49,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06091,Sierra,Sierra,06091,Northeast Sierra,06,,1482,,,,,,,,,,2014-03-26 09:50:34
50,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06093,Siskiyou,Siskiyou,06093,Northeast Sierra,06,,19505,0.445,0.425936170212766,0.464063829787234,0.00972644376899696,2.18571770089819,,0.950854700854701,35567,10,2014-03-26 09:50:34
51,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06095,Solano,Solano,06095,Bay Area,01,,141758,0.399,0.389468085106383,0.408531914893617,0.00486322188449848,1.2188526026312,,0.852564102564103,65533,3,2014-03-26 09:50:34
52,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06097,Sonoma,Sonoma,06097,Bay Area,01,,185825,0.439,0.428276595744681,0.449723404255319,0.00547112462006079,1.24626984511635,,0.938034188034188,62311,3,2014-03-26 09:50:34
53,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06099,Stanislaus,Stanislaus,06099,San Joaquin Valley,10,,165180,0.435,0.421893617021277,0.448106382978723,0.00668693009118541,1.53722530831849,,0.929487179487179,50375,6,2014-03-26 09:50:34
54,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06101,Sutter,Sutter,06101,Sacramento Area,08,,31437,0.423,0.402744680851064,0.443255319148936,0.0103343465045593,2.44310792069959,,0.903846153846154,52486,6,2014-03-26 09:50:34
55,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06103,Tehama,Tehama,06103,Northern Sacramento Valley,07,,23767,0.447,0.414829787234043,0.479170212765957,0.0164133738601824,3.6718957181616,,0.955128205128205,35382,10,2014-03-26 09:50:34
56,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06105,Trinity,Trinity,06105,North Coast,05,,6083,,,,,,,,,,2014-03-26 09:50:34
57,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06107,Tulare,Tulare,06107,San Joaquin Valley,10,,130352,0.449,0.435893617021277,0.462106382978723,0.00668693009118541,1.48929400694553,,0.959401709401709,41837,9,2014-03-26 09:50:34
58,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06109,Tuolumne,Tuolumne,06109,Central/Southeast Sierra,03,,22156,0.462,0.407191489361702,0.516808510638298,0.0279635258358663,6.05271121988447,,0.987179487179487,43661,8,2014-03-26 09:50:34
59,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06111,Ventura,Ventura,06111,Southern California,14,,266920,0.429,0.420659574468085,0.437340425531915,0.00425531914893617,0.991915885532907,,0.916666666666667,72984,1,2014-03-26 09:50:34
60,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06113,Yolo,Yolo,06113,Sacramento Area,08,,70872,0.458,0.444893617021277,0.471106382978723,0.00668693009118541,1.46002840418895,,0.978632478632479,54307,5,2014-03-26 09:50:34
61,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2005-2007,9,Total,CO,06115,Yuba,Yuba,06115,Sacramento Area,08,,24307,0.415,0.397127659574468,0.432872340425532,0.00911854103343465,2.19723880323727,,0.886752136752137,41620,9,2014-03-26 09:50:34
62,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06001,Alameda,Alameda,06001,Bay Area,01,,545138,0.456,0.452425531914894,0.459574468085106,0.00182370820668693,0.399936010238362,,0.97228144989339,69384,2,2014-03-26 09:50:34
63,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,,497,0.449,0.35963829787234,0.53836170212766,0.0455927051671733,10.1542773200831,,0.957356076759062,63478,3,2014-03-26 09:50:34
64,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,,14569,0.399,0.377553191489362,0.420446808510638,0.0109422492401216,2.7424183559202,,0.850746268656717,54758,5,2014-03-26 09:50:34
65,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06007,Butte,Butte,06007,Butte,02,,87618,0.449,0.439468085106383,0.458531914893617,0.00486322188449848,1.0831229141422,,0.957356076759062,43170,9,2014-03-26 09:50:34
66,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,,18886,0.412,0.390553191489362,0.433446808510638,0.0109422492401216,2.65588573789359,,0.878464818763326,54971,5,2014-03-26 09:50:34
67,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,,7056,0.429,0.396829787234043,0.461170212765957,0.0164133738601824,3.82596127276978,,0.914712153518124,48016,7,2014-03-26 09:50:34
68,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,,375364,0.453,0.447042553191489,0.458957446808511,0.00303951367781155,0.670974321812704,,0.96588486140725,78385,1,2014-03-26 09:50:34
69,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06015,Del Norte,Del Norte,06015,North Coast,05,,9907,0.448,0.411063829787234,0.484936170212766,0.0188449848024316,4.20646982197134,,0.955223880597015,36118,10,2014-03-26 09:50:34
70,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,,70223,0.421,0.410276595744681,0.431723404255319,0.00547112462006079,1.29955454158214,,0.897654584221748,70000,2,2014-03-26 09:50:34
71,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,,289391,0.459,0.453042553191489,0.464957446808511,0.00303951367781155,0.662203415645218,,0.978678038379531,46430,7,2014-03-26 09:50:34
72,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,,9800,0.436,0.412170212765957,0.459829787234043,0.0121580547112462,2.78854465854271,,0.929637526652452,43074,9,2014-03-26 09:50:34
73,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06023,Humboldt,Humboldt,06023,North Coast,05,,56031,0.473,0.449170212765957,0.496829787234043,0.0121580547112462,2.57041325819159,,1.00852878464819,40089,9,2014-03-26 09:50:34
74,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06025,Imperial,Imperial,06025,Southern California,14,,49126,0.469,0.45231914893617,0.48568085106383,0.00851063829787234,1.81463503152928,,1,38685,10,2014-03-26 09:50:34
75,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06027,Inyo,Inyo,06027,Central/Southeast Sierra,03,,8049,0.427,0.405553191489362,0.448446808510638,0.0109422492401216,2.56258764405658,,0.91044776119403,44808,8,2014-03-26 09:50:34
76,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06029,Kern,Kern,06029,San Joaquin Valley,10,,254610,0.452,0.446042553191489,0.457957446808511,0.00303951367781155,0.672458778276892,,0.963752665245203,47089,7,2014-03-26 09:50:34
77,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06031,Kings,Kings,06031,San Joaquin Valley,10,,41233,0.413,0.401085106382979,0.424914893617021,0.0060790273556231,1.47191945656734,,0.880597014925373,48684,7,2014-03-26 09:50:34
78,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06033,Lake,Lake,06033,North Coast,05,,26548,0.442,0.422936170212766,0.461063829787234,0.00972644376899696,2.20055288891334,,0.942430703624734,39491,9,2014-03-26 09:50:34
79,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06035,Lassen,Lassen,06035,Northeast Sierra,06,,10058,0.422,0.396978723404255,0.447021276595745,0.0127659574468085,3.02510839971766,,0.899786780383795,50317,6,2014-03-26 09:50:34
80,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06037,Los Angeles,Los Angeles,06037,Southern California,14,,3241204,0.489,0.486617021276596,0.491382978723404,0.00121580547112462,0.248630975690106,,1.04264392324094,55476,5,2014-03-26 09:50:34
81,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06039,Madera,Madera,06039,San Joaquin Valley,10,,43317,0.441,0.427893617021277,0.454106382978723,0.00668693009118541,1.51631067827334,,0.940298507462687,46039,8,2014-03-26 09:50:34
82,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06041,Marin,Marin,06041,Bay Area,01,,103210,0.498,0.487276595744681,0.508723404255319,0.00547112462006079,1.09861940161863,,1.06183368869936,89268,1,2014-03-26 09:50:34
83,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06043,Mariposa,Mariposa,06043,Central/Southeast Sierra,03,,7693,0.428,0.393446808510638,0.462553191489362,0.017629179331307,4.11896713348294,,0.912579957356077,49098,6,2014-03-26 09:50:34
84,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06045,Mendocino,Mendocino,06045,North Coast,05,,34945,0.444,0.429702127659575,0.458297872340426,0.00729483282674772,1.64298036638462,,0.946695095948827,43759,9,2014-03-26 09:50:34
85,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06047,Merced,Merced,06047,San Joaquin Valley,10,,75642,0.46,0.446893617021277,0.473106382978723,0.00668693009118541,1.45368045460552,,0.980810234541578,43844,8,2014-03-26 09:50:34
86,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06049,Modoc,Modoc,06049,Northeast Sierra,06,,4064,0.43,0.403787234042553,0.456212765957447,0.0133738601823708,3.11020004241182,,0.916844349680171,34588,10,2014-03-26 09:50:34
87,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06051,Mono,Mono,06051,Central/Southeast Sierra,03,,5768,0.401,0.346191489361702,0.455808510638298,0.0279635258358663,6.97344783936814,,0.85501066098081,55087,5,2014-03-26 09:50:34
88,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06053,Monterey,Monterey,06053,Monterey Bay,04,,125946,0.45,0.438085106382979,0.461914893617021,0.0060790273556231,1.35089496791624,,0.959488272921109,59271,4,2014-03-26 09:50:34
89,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06055,Napa,Napa,06055,Bay Area,01,,48876,0.461,0.449085106382979,0.472914893617021,0.0060790273556231,1.31866103158852,,0.982942430703625,67389,3,2014-03-26 09:50:34
90,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06057,Nevada,Nevada,06057,Northeast Sierra,06,,41527,0.426,0.412893617021277,0.439106382978723,0.00668693009118541,1.5697018993393,,0.908315565031983,57121,4,2014-03-26 09:50:34
91,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06059,Orange,Orange,06059,Southern California,14,,992781,0.455,0.451425531914894,0.458574468085106,0.00182370820668693,0.400814990480644,,0.970149253731343,74344,2,2014-03-26 09:50:34
92,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06061,Placer,Placer,06061,Sacramento Area,08,,132627,0.422,0.414851063829787,0.429148936170213,0.00364741641337386,0.864316685633616,,0.899786780383795,74447,2,2014-03-26 09:50:34
93,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06063,Plumas,Plumas,06063,Northeast Sierra,06,,8977,0.446,0.40668085106383,0.48531914893617,0.0200607902735562,4.49793503891395,,0.950959488272921,44000,8,2014-03-26 09:50:34
94,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06065,Riverside,Riverside,06065,Southern California,14,,686260,0.439,0.434234042553191,0.443765957446809,0.00243161094224924,0.553897708940601,,0.936034115138593,57768,4,2014-03-26 09:50:34
95,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06067,Sacramento,Sacramento,06067,Sacramento Area,08,,513945,0.431,0.426234042553191,0.435765957446809,0.00243161094224924,0.564178872911657,,0.918976545842218,56439,5,2014-03-26 09:50:34
96,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06069,San Benito,San Benito,06069,Monterey Bay,04,,16805,0.414,0.393744680851064,0.434255319148936,0.0103343465045593,2.49621896245393,,0.88272921108742,65771,3,2014-03-26 09:50:34
97,556,Income inequality: Gini coefficient describing the amount of total annual community income generated by the number of households,2006-2010,9,Total,CO,06071,San Bernardino,San Bernardino,06071,Southern California,14,,611618,0.422,0.417234042553191,0.426765957446809,0.00243161094224924,0.576211123755744,,0.899786780383795,55845,5,2014-03-26 09:50:34
